PeakID (cmd=annotatePeaks.pl macs-myeast_summits.bed sacCer3)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
macs-myeast_peak_2259	chrXII	1006361	1006361	+	16.4753	NA	promoter-TSS (YLR433C)	promoter-TSS (YLR433C)	-17	YLR435W	851154		NM_001182323		TSR2	-	Tsr2p	protein-coding
macs-myeast_peak_2952	chrXV	618868	618868	+	16.4714	NA	promoter-TSS (YOR152C)	promoter-TSS (YOR152C)	-580	YOR152C	854323		NM_001183571		ATG40	-	Atg40p	protein-coding
macs-myeast_peak_1212	chrVII	605781	605781	+	16.4658	NA	promoter-TSS (YGR057C)	promoter-TSS (YGR057C)	-280	YGR057C	852948		NM_001181186		LST7	-	Lst7p	protein-coding
macs-myeast_peak_1791	chrX	683406	683406	+	16.4517	NA	promoter-TSS (YJR137C)	promoter-TSS (YJR137C)	-121	YJR137C	853602		NM_001181795		MET5	ECM17	sulfite reductase (NADPH) subunit beta	protein-coding
macs-myeast_peak_773	chrIV	1480411	1480411	+	16.4517	NA	promoter-TSS (YDR519W)	promoter-TSS (YDR519W)	-14	YDR519W	852131		NM_001180827		FPR2	FKB2	peptidylprolyl isomerase family protein FPR2	protein-coding
macs-myeast_peak_2937	chrXV	573132	573132	+	16.4517	NA	promoter-TSS (YOR131C)	promoter-TSS (YOR131C)	-43	YOR132W	854300		NM_001183551		VPS17	PEP21|VPT3	retromer subunit VPS17	protein-coding
macs-myeast_peak_1128	chrVII	337617	337617	+	16.4517	NA	promoter-TSS (YGL092W)	promoter-TSS (YGL092W)	-289	YGL092W	852788		NM_001180957		NUP145	RAT10	nucleocytoplasmic transporter NUP145	protein-coding
macs-myeast_peak_665	chrIV	1087547	1087547	+	16.4517	NA	promoter-TSS (YDR312W)	promoter-TSS (YDR312W)	-34	YDR312W	851907		NM_001180620		SSF2	-	rRNA-binding ribosome biosynthesis protein	protein-coding
macs-myeast_peak_2913	chrXV	479708	479708	+	16.4517	NA	promoter-TSS (YOR081C)	promoter-TSS (YOR081C)	-71	YOR082C								
macs-myeast_peak_1340	chrVII	1038515	1038515	+	16.4517	NA	promoter-TSS (YGR271C-A)	promoter-TSS (YGR271C-A)	-14	YGR271C-A	853188		NM_001184474		EFG1	YGR272C	Efg1p	protein-coding
macs-myeast_peak_422	chrIV	264136	264136	+	16.4517	NA	promoter-TSS (YDL111C)	promoter-TSS (YDL111C)	-26	YDL111C	851447		NM_001180170		RRP42	-	exosome non-catalytic core subunit RRP42	protein-coding
macs-myeast_peak_2332	chrXIII	204211	204211	+	16.4517	NA	promoter-TSS (YML038C)	promoter-TSS (YML038C)	-108	YML038C	854970		NM_001182396		YMD8	-	Ymd8p	protein-coding
macs-myeast_peak_16	chrI	82685	82685	+	16.4517	NA	promoter-TSS (YAL034C)	promoter-TSS (YAL034C)	-21	YAL033W	851200		NM_001178178		POP5	FUN53	RNA-binding protein POP5	protein-coding
macs-myeast_peak_256	chrII	768229	768229	+	16.4517	NA	promoter-TSS (YBR281C)	promoter-TSS (YBR281C)	-11	YBR282W	852585		NM_001178630		MRPL27	mL41	mitochondrial 54S ribosomal protein YmL27	protein-coding
macs-myeast_peak_3367	NC_001224.1	40911	40911	+	16.4517	NA	NA	NA	NA	NA								
macs-myeast_peak_437	chrIV	326189	326189	+	16.4369	NA	promoter-TSS (YDL074C)	promoter-TSS (YDL074C)	-40	YDL074C	851485		NM_001180133		BRE1	-	E3 ubiquitin-protein ligase BRE1	protein-coding
macs-myeast_peak_2317	chrXIII	145938	145938	+	16.3973	NA	promoter-TSS (YML064C)	promoter-TSS (YML064C)	-62	YML064C	854938		NM_001182423		TEM1	-	Ras family GTPase TEM1	protein-coding
macs-myeast_peak_1071	chrVII	147937	147937	+	16.3971	NA	promoter-TSS (YGL190C)	promoter-TSS (YGL190C)	-548	YGL190C	852685		NM_001181055		CDC55	TMR4	protein phosphatase 2A regulatory subunit CDC55	protein-coding
macs-myeast_peak_2669	chrXIV	408081	408081	+	16.3854	NA	promoter-TSS (YNL116W)	promoter-TSS (YNL116W)	-260	YNL116W	855607		NM_001182954		DMA2	CHF2	ubiquitin-conjugating protein DMA2	protein-coding
macs-myeast_peak_1120	chrVII	306544	306544	+	16.3741	NA	promoter-TSS (YGL107C)	promoter-TSS (YGL107C)	-16	YGL106W	852772		NM_001180971		MLC1	-	Mlc1p	protein-coding
macs-myeast_peak_564	chrIV	751271	751271	+	16.3573	NA	promoter-TSS (YDR146C)	promoter-TSS (YDR146C)	-360	YDR147W	851725		NM_001180454		EKI1	-	bifunctional choline kinase/ethanolamine kinase EKI1	protein-coding
macs-myeast_peak_1751	chrX	545204	545204	+	16.3532	NA	promoter-TSS (YJR058C)	promoter-TSS (YJR058C)	-29	YJR058C	853521		NM_001181716		APS2	YAP17	Aps2p	protein-coding
macs-myeast_peak_1135	chrVII	364053	364053	+	16.3388	NA	promoter-TSS (YGL077C)	promoter-TSS (YGL077C)	-137	YGL077C	852803		NM_001180942		HNM1	CTR1	Hnm1p	protein-coding
macs-myeast_peak_1461	chrVIII	396750	396750	+	16.2839	NA	promoter-TSS (YHR149C)	promoter-TSS (YHR149C)	-91	YHR149C	856554		NM_001179280		SKG6	-	Skg6p	protein-coding
macs-myeast_peak_2016	chrXII	130818	130818	+	16.2676	NA	promoter-TSS (YLL010C)	promoter-TSS (YLL010C)	-205	YLL010C	850650		NM_001181830		PSR1	-	phosphatase	protein-coding
macs-myeast_peak_1240	chrVII	702607	702607	+	16.2656	NA	promoter-TSS (YGR107W)	promoter-TSS (YGR107W)	-60	YGR107W								
macs-myeast_peak_413	chrIV	232604	232604	+	16.2485	NA	promoter-TSS (YDL128W)	promoter-TSS (YDL128W)	-48	YDL128W	851429		NM_001180187		VCX1	HUM1|MNR1	Vcx1p	protein-coding
macs-myeast_peak_1901	chrXI	342469	342469	+	16.2444	NA	TTS (YKL051W)	TTS (YKL051W)	1157	YKL051W	853815		NM_001179617		SFK1	-	Sfk1p	protein-coding
macs-myeast_peak_1220	chrVII	640402	640402	+	16.2031	NA	promoter-TSS (YGR077C)	promoter-TSS (YGR077C)	-31	YGR078C	852969		NM_001181207		PAC10	GIM2|PFD3|RKS2	tubulin-binding prefolding complex subunit PAC10	protein-coding
macs-myeast_peak_2892	chrXV	410463	410463	+	16.132	NA	promoter-TSS (YOR043W)	promoter-TSS (YOR043W)	-407	YOR043W	854208		NM_001183462		WHI2	-	Whi2p	protein-coding
macs-myeast_peak_1982	chrXI	613920	613920	+	16.1154	NA	promoter-TSS (YKR092C)	promoter-TSS (YKR092C)	-35	YKR092C	853967		NM_001179882		SRP40	-	Srp40p	protein-coding
macs-myeast_peak_1727	chrX	436762	436762	+	16.109	NA	promoter-TSS (YJR001W)	promoter-TSS (YJR001W)	-40	YJR001W	853457		NM_001181658		AVT1	-	Avt1p	protein-coding
macs-myeast_peak_2204	chrXII	802432	802432	+	16.1073	NA	promoter-TSS (YLR336C)	promoter-TSS (YLR336C)	-36	YLR336C	851049		NM_001182225		SGD1	-	Sgd1p	protein-coding
macs-myeast_peak_920	chrV	416762	416762	+	16.1053	NA	promoter-TSS (YER129W)	promoter-TSS (YER129W)	-519	YER129W	856866		NM_001179019		SAK1	PAK1	serine/threonine protein kinase SAK1	protein-coding
macs-myeast_peak_1123	chrVII	314614	314614	+	16.0929	NA	promoter-TSS (YGL099W)	promoter-TSS (YGL099W)	-17	YGL099W	852779		NM_001180964		LSG1	KRE35	putative GTPase LSG1	protein-coding
macs-myeast_peak_115	chrII	288046	288046	+	16.0881	NA	promoter-TSS (YBR023C)	promoter-TSS (YBR023C)	-121	YBR023C	852311		NM_001178371		CHS3	CAL1|CSD2|DIT101|KTI2	chitin synthase CHS3	protein-coding
macs-myeast_peak_3360	NC_001224.1	26419	26419	+	16.0835	NA	NA	NA	NA	NA								
macs-myeast_peak_3287	chrXVI	710030	710030	+	16.0835	NA	promoter-TSS (YPR085C)	promoter-TSS (YPR085C)	-71	YPR086W	856201		NM_001184183		SUA7	SOH4	transcription factor TFIIB	protein-coding
macs-myeast_peak_1978	chrXI	599832	599832	+	16.0835	NA	promoter-TSS (YKR084C)	promoter-TSS (YKR084C)	-25	YKR086W	853961		NM_001179876		PRP16	PRP23|RNA16	DEAH-box RNA helicase PRP16	protein-coding
macs-myeast_peak_2401	chrXIII	420116	420116	+	16.0835	NA	promoter-TSS (YMR076C)	promoter-TSS (YMR076C)	-87	YMR076C	855099		NM_001182575		PDS5	-	Pds5p	protein-coding
macs-myeast_peak_1420	chrVIII	255793	255793	+	16.0835	NA	promoter-TSS (YHR077C)	promoter-TSS (YHR077C)	-37	YHR077C	856476		NM_001179207		NMD2	IFS1|SUA1|SUP111|UPF2	Nmd2p	protein-coding
macs-myeast_peak_2910	chrXV	464714	464714	+	16.0835	NA	promoter-TSS (YOR073W)	promoter-TSS (YOR073W)	-57	YOR073W	854240		NM_001183492		SGO1	YOR29-24	Sgo1p	protein-coding
macs-myeast_peak_2638	chrXIV	321681	321681	+	16.0441	NA	promoter-TSS (YNL167C)	promoter-TSS (YNL167C)	-322	YNL167C	855554		NM_001183005		SKO1	ACR1	Sko1p	protein-coding
macs-myeast_peak_1876	chrXI	277965	277965	+	16.0333	NA	promoter-TSS (YKL087C)	promoter-TSS (YKL087C)	-102	YKL087C	853775		NM_001179653		CYT2	-	cytochrome c1 heme lyase CYT2	protein-coding
macs-myeast_peak_35	chrI	152228	152228	+	16.0191	NA	promoter-TSS (YAR002W)	promoter-TSS (YAR002W)	-29	YAR002W	851263		NM_001178209		NUP60	-	FG-nucleoporin NUP60	protein-coding
macs-myeast_peak_1887	chrXI	307047	307047	+	16.0107	NA	promoter-TSS (YKL069W)	promoter-TSS (YKL069W)	-238	YKL069W	853794		NM_001179635		YKL069W	YKG9	L-methionine (R)-S-oxide reductase	protein-coding
macs-myeast_peak_2241	chrXII	924942	924942	+	16.0054	NA	promoter-TSS (YLR401C)	promoter-TSS (YLR401C)	53	YLR402W								
macs-myeast_peak_686	chrIV	1174534	1174534	+	15.9875	NA	promoter-TSS (YDR349C)	promoter-TSS (YDR349C)	-358	YDR349C	851950		NM_001180657		YPS7	-	putative aspartic endopeptidase	protein-coding
macs-myeast_peak_2714	chrXIV	542966	542966	+	15.8986	NA	promoter-TSS (YNL045W)	promoter-TSS (YNL045W)	3	YNL045W	855682		NM_001182884		LAP2	-	bifunctional aminopeptidase/epoxide hydrolase	protein-coding
macs-myeast_peak_1232	chrVII	671920	671920	+	15.7857	NA	promoter-TSS (YGR094W)	promoter-TSS (YGR094W)	-266	YGR094W	852986		NM_001181223		VAS1	-	valine--tRNA ligase	protein-coding
macs-myeast_peak_1620	chrX	84020	84020	+	15.7705	NA	promoter-TSS (YJL183W)	promoter-TSS (YJL183W)	-48	YJL183W	853256		NM_001181616		MNN11	-	alpha-1,6-mannosyltransferase	protein-coding
macs-myeast_peak_3	chrI	30862	30862	+	15.7182	NA	promoter-TSS (YAL062W)	promoter-TSS (YAL062W)	-705	YAL062W	851237		NM_001178204		GDH3	FUN51	glutamate dehydrogenase (NADP(+)) GDH3	protein-coding
macs-myeast_peak_1065	chrVII	123319	123319	+	15.7182	NA	promoter-TSS (YGL200C)	promoter-TSS (YGL200C)	-14	YGL200C	852675		NM_001181065		EMP24	BST2	Emp24p	protein-coding
macs-myeast_peak_3347	NC_001224.1	7199	7199	+	15.7182	NA	NA	NA	NA	NA								
macs-myeast_peak_1593	chrIX	363203	363203	+	15.7182	NA	promoter-TSS (YIR004W)	promoter-TSS (YIR004W)	-18	YIR004W	854820		NM_001179526		DJP1	ICS1|PAS22	Djp1p	protein-coding
macs-myeast_peak_2530	chrXIII	873010	873010	+	15.7182	NA	promoter-TSS (YMR302C)	promoter-TSS (YMR302C)	-385	YMR302C	855348		NM_001182811		YME2	PRP12|RNA12	Yme2p	protein-coding
macs-myeast_peak_3364	NC_001224.1	36846	36846	+	15.7182	NA	NA	NA	NA	NA								
macs-myeast_peak_910	chrV	390182	390182	+	15.7182	NA	promoter-TSS (YER113C)	promoter-TSS (YER113C)	-130	YER113C	856849		NM_001179003		TMN3	-	Tmn3p	protein-coding
macs-myeast_peak_1630	chrX	109804	109804	+	15.6937	NA	promoter-TSS (YJL165C)	promoter-TSS (YJL165C)	-343	YJL165C	853274		NM_001181598		HAL5	-	protein kinase HAL5	protein-coding
macs-myeast_peak_1284	chrVII	843800	843800	+	15.6771	NA	promoter-TSS (YGR172C)	promoter-TSS (YGR172C)	-54	YGR173W	853083		NM_001181302		RBG2	GIR1	Rbg2p	protein-coding
macs-myeast_peak_775	chrIV	1489063	1489063	+	15.6667	NA	promoter-TSS (YDR524C)	promoter-TSS (YDR524C)	-73	YDR524C	852136		NM_001180832		AGE1	SAT1	GTPase-activating protein AGE1	protein-coding
macs-myeast_peak_739	chrIV	1358940	1358940	+	15.6526	NA	promoter-TSS (YDR449C)	promoter-TSS (YDR449C)	-38	YDR449C	852060		NM_001180757		UTP6	-	snoRNA-binding rRNA-processing protein UTP6	protein-coding
macs-myeast_peak_2473	chrXIII	693174	693174	+	15.6131	NA	promoter-TSS (YMR212C)	promoter-TSS (YMR212C)	-131	YMR212C	855252		NM_001182719		EFR3	-	Efr3p	protein-coding
macs-myeast_peak_361	chrIV	48096	48096	+	15.6131	NA	promoter-TSS (YDL227C)	promoter-TSS (YDL227C)	-65	YDL227C	851371		NM_001180287		HO	-	Hop	protein-coding
macs-myeast_peak_3275	chrXVI	677177	677177	+	15.6079	NA	promoter-TSS (YPR061C)	promoter-TSS (YPR061C)	12	YPR062W	856175		NM_001184159		FCY1	-	cytosine deaminase	protein-coding
macs-myeast_peak_1640	chrX	147073	147073	+	15.5991	NA	promoter-TSS (YJL143W)	promoter-TSS (YJL143W)	-28	YJL143W	853298		NM_001181576		TIM17	MIM17|MPI2|SMS1	protein transporter TIM17	protein-coding
macs-myeast_peak_1728	chrX	438837	438837	+	15.5917	NA	promoter-TSS (YJR002W)	promoter-TSS (YJR002W)	-28	YJR002W	853458		NM_001181659		MPP10	-	rRNA-processing protein MPP10	protein-coding
macs-myeast_peak_884	chrV	311353	311353	+	15.5706	NA	promoter-TSS (YER075C)	promoter-TSS (YER075C)	-154	YER075C	856807		NM_001178966		PTP3	-	tyrosine protein phosphatase PTP3	protein-coding
macs-myeast_peak_727	chrIV	1293122	1293122	+	15.5664	NA	promoter-TSS (YDR410C)	promoter-TSS (YDR410C)	-31	YDR410C	852019		NM_001180718		STE14	-	protein-S-isoprenylcysteine carboxyl O-methyltransferase	protein-coding
macs-myeast_peak_1575	chrIX	310434	310434	+	15.5357	NA	promoter-TSS (YIL023C)	promoter-TSS (YIL023C)	-8	YIL023C	854789		NM_001179373		YKE4	-	Zn(2+) transporter YKE4	protein-coding
macs-myeast_peak_1194	chrVII	555068	555068	+	15.5037	NA	promoter-TSS (YGR033C)	promoter-TSS (YGR033C)	-101	YGR033C	852921		NM_001181162		TIM21	-	Tim21p	protein-coding
macs-myeast_peak_2086	chrXII	395828	395828	+	15.4622	NA	promoter-TSS (YLR126C)	promoter-TSS (YLR126C)	-308	YLR126C	850817		NM_001182013		YLR126C	-	putative amidotransferase	protein-coding
macs-myeast_peak_2828	chrXV	202534	202534	+	15.4206	NA	promoter-TSS (YOL068C)	promoter-TSS (YOL068C)	-16	YOL067C	854087		NM_001183322		RTG1	-	Rtg1p	protein-coding
macs-myeast_peak_2404	chrXIII	429705	429705	+	15.4051	NA	promoter-TSS (YMR080C)	promoter-TSS (YMR080C)	-78	YMR080C	855104		NM_001182579		NAM7	IFS2|MOF4|SUP113|SUT2|UPF1	ATP-dependent RNA helicase NAM7	protein-coding
macs-myeast_peak_571	chrIV	769501	769501	+	15.387	NA	promoter-TSS (YDR154C)	promoter-TSS (YDR154C)	-24	YDR156W	851734		NM_001180463		RPA14	-	DNA-directed RNA polymerase I subunit RPA14	protein-coding
macs-myeast_peak_476	chrIV	443001	443001	+	15.3754	NA	promoter-TSS (YDL005C)	promoter-TSS (YDL005C)	-28	YDL004W	851560		NM_001180063		ATP16	-	F1F0 ATP synthase subunit delta	protein-coding
macs-myeast_peak_299	chrIII	118406	118406	+	15.3604	NA	promoter-TSS (YCR002C)	promoter-TSS (YCR002C)	-58	YCR002C	850358		NM_001178715		CDC10	-	septin CDC10	protein-coding
macs-myeast_peak_1274	chrVII	802212	802212	+	15.3565	NA	promoter-TSS (YGR157W)	promoter-TSS (YGR157W)	-228	YGR157W	853061		NM_001181286		CHO2	PEM1	phosphatidylethanolamine N-methyltransferase	protein-coding
macs-myeast_peak_178	chrII	474298	474298	+	15.3563	NA	promoter-TSS (YBR115C)	promoter-TSS (YBR115C)	-372	YBR115C	852412		NM_001178463		LYS2	-	L-aminoadipate-semialdehyde dehydrogenase	protein-coding
macs-myeast_peak_2426	chrXIII	523658	523658	+	15.3563	NA	promoter-TSS (YMR127C)	promoter-TSS (YMR127C)	-38	YMR128W	855158		NM_001182629		ECM16	DHR1	ATP-dependent RNA helicase ECM16	protein-coding
macs-myeast_peak_1903	chrXI	349191	349191	+	15.3563	NA	promoter-TSS (YKL048C)	promoter-TSS (YKL048C)	-55	YKL048C	853818		NM_001179614		ELM1	LDB9	serine/threonine protein kinase ELM1	protein-coding
macs-myeast_peak_1046	chrVII	67577	67577	+	15.3563	NA	promoter-TSS (YGL229C)	promoter-TSS (YGL229C)	-21	YGL228W	852623		NM_001181094		SHE10	-	She10p	protein-coding
macs-myeast_peak_2410	chrXIII	453545	453545	+	15.3563	NA	promoter-TSS (YMR092C)	promoter-TSS (YMR092C)	-66	YMR092C	855117		NM_001182592		AIP1	-	Aip1p	protein-coding
macs-myeast_peak_663	chrIV	1084541	1084541	+	15.3563	NA	promoter-TSS (YDR310C)	promoter-TSS (YDR310C)	-225	YDR310C	851905		NM_001180618		SUM1	-	Sum1p	protein-coding
macs-myeast_peak_1999	chrXII	73195	73195	+	15.3563	NA	promoter-TSS (YLL034C)	promoter-TSS (YLL034C)	-49	YLL034C	850625		NM_001181854		RIX7	-	putative AAA family ATPase RIX7	protein-coding
macs-myeast_peak_391	chrIV	145495	145495	+	15.3563	NA	promoter-TSS (YDL175C)	promoter-TSS (YDL175C)	23	YDL175C	851379		NM_001180235		AIR2	-	TRAMP complex RNA-binding subunit	protein-coding
macs-myeast_peak_3300	chrXVI	753043	753043	+	15.3526	NA	promoter-TSS (YPR114W)	promoter-TSS (YPR114W)	-258	YPR114W	856230		NM_001184211		YPR114W	-	uncharacterized protein	protein-coding
macs-myeast_peak_1881	chrXI	286372	286372	+	15.2564	NA	promoter-TSS (YKL079W)	promoter-TSS (YKL079W)	-231	YKL079W	853783		NM_001179645		SMY1	-	Smy1p	protein-coding
macs-myeast_peak_1842	chrXI	171258	171258	+	15.2557	NA	promoter-TSS (YKL148C)	promoter-TSS (YKL148C)	-129	YKL148C	853709		NM_001179714		SDH1	-	succinate dehydrogenase flavoprotein subunit SDH1	protein-coding
macs-myeast_peak_3267	chrXVI	656792	656792	+	15.2501	NA	promoter-TSS (YPR045C)	promoter-TSS (YPR045C)	-7	YPR046W	856159		NM_001184143		MCM16	-	Mcm16p	protein-coding
macs-myeast_peak_1890	chrXI	314722	314722	+	15.2312	NA	promoter-TSS (YKL067W)	promoter-TSS (YKL067W)	-90	YKL067W	853798		NM_001179633		YNK1	NDK1	nucleoside diphosphate kinase	protein-coding
macs-myeast_peak_560	chrIV	743985	743985	+	15.2236	NA	promoter-TSS (YDR143C)	promoter-TSS (YDR143C)	-111	YDR143C	851721		NM_001180450		SAN1	-	ubiquitin-protein ligase SAN1	protein-coding
macs-myeast_peak_293	chrIII	104374	104374	+	15.2219	NA	promoter-TSS (YCL010C)	promoter-TSS (YCL010C)	-24	YCL010C	850347		NM_001178659		SGF29	-	Sgf29p	protein-coding
macs-myeast_peak_924	chrV	431352	431352	+	15.2042	NA	promoter-TSS (YER132C)	promoter-TSS (YER132C)	-903	YER132C	856869		NM_001179022		PMD1	-	Pmd1p	protein-coding
macs-myeast_peak_61	chrII	89964	89964	+	15.1694	NA	promoter-TSS (YBL072C)	promoter-TSS (YBL072C)	-14	YBL071W-A	852207		NM_001184454		KTI11	DPH3	Kti11p	protein-coding
macs-myeast_peak_218	chrII	614466	614466	+	15.1399	NA	promoter-TSS (YBR196C)	promoter-TSS (YBR196C)	164	YBR196C-B	1466448		NM_001184643		YBR196C-B	-	uncharacterized protein	protein-coding
macs-myeast_peak_1959	chrXI	521951	521951	+	15.1334	NA	promoter-TSS (YKR043C)	promoter-TSS (YKR043C)	-64	YKR044W	853918		NM_001179834		UIP5	-	Uip5p	protein-coding
macs-myeast_peak_2511	chrXIII	810814	810814	+	15.1116	NA	promoter-TSS (YMR272C)	promoter-TSS (YMR272C)	-37	YMR272C	855315		NM_001182779		SCS7	FAH1	fatty acid alpha-hydroxylase	protein-coding
macs-myeast_peak_2767	chrXIV	719071	719071	+	15.0912	NA	promoter-TSS (YNR051C)	promoter-TSS (YNR051C)	-744	YNR051C	855787		NM_001183228		BRE5	-	Bre5p	protein-coding
macs-myeast_peak_795	chrV	47143	47143	+	15.0696	NA	promoter-TSS (YEL056W)	promoter-TSS (YEL056W)	-25	YEL056W	856654		NM_001178871		HAT2	-	Hat2p	protein-coding
macs-myeast_peak_1161	chrVII	440001	440001	+	15.0565	NA	promoter-TSS (YGL029W)	promoter-TSS (YGL029W)	-62	YGL029W	852854		NM_001180894		CGR1	-	Cgr1p	protein-coding
macs-myeast_peak_1173	chrVII	475478	475478	+	15.0044	NA	promoter-TSS (YGL011C)	promoter-TSS (YGL011C)	-67	YGL010W	852874		NM_001180875		MPO1	-	Mpo1p	protein-coding
macs-myeast_peak_985	chrVI	103231	103231	+	14.9974	NA	promoter-TSS (YFL018C)	promoter-TSS (YFL018C)	-104	YFL018C	850527		NM_001179948		LPD1	HPD1	dihydrolipoyl dehydrogenase	protein-coding
macs-myeast_peak_26	chrI	124806	124806	+	14.9974	NA	promoter-TSS (YAL016C-B)	promoter-TSS (YAL016C-B)	-73	YAL016W	851217		NM_001178161		TPD3	FUN32	protein phosphatase 2A structural subunit TPD3	protein-coding
macs-myeast_peak_2408	chrXIII	448310	448310	+	14.9974	NA	promoter-TSS (YMR089C)	promoter-TSS (YMR089C)	-224	YMR089C	855114		NM_001182589		YTA12	RCA1	m-AAA protease subunit YTA12	protein-coding
macs-myeast_peak_1219	chrVII	634264	634264	+	14.9974	NA	promoter-TSS (YGR071C)	promoter-TSS (YGR071C)	-40	YGR072W	852963		NM_001181201		UPF3	SUA6|SUP112	Upf3p	protein-coding
macs-myeast_peak_1553	chrIX	244445	244445	+	14.9974	NA	promoter-TSS (YIL063C)	promoter-TSS (YIL063C)	17	YIL062C	854748		NM_001179412		ARC15	-	Arc15p	protein-coding
macs-myeast_peak_1169	chrVII	461615	461615	+	14.9974	NA	promoter-TSS (YGL016W)	promoter-TSS (YGL016W)	-51	YGL016W	852868		NM_001180881		KAP122	PDR6	Kap122p	protein-coding
macs-myeast_peak_650	chrIV	1054901	1054901	+	14.9796	NA	promoter-TSS (YDR295C)	promoter-TSS (YDR295C)	-254	YDR295C	851889		NM_001180603		HDA2	PLO2	Hda2p	protein-coding
macs-myeast_peak_2397	chrXIII	411317	411317	+	14.9785	NA	promoter-TSS (YMR071C)	promoter-TSS (YMR071C)	-52	YMR071C	855093		NM_001182569		TVP18	-	Tvp18p	protein-coding
macs-myeast_peak_3089	chrXVI	39082	39082	+	14.9638	NA	promoter-TSS (YPL266W)	promoter-TSS (YPL266W)	-39	YPL266W	855862		NM_001184080		DIM1	CDH1	putative dimethyladenosine transferase	protein-coding
macs-myeast_peak_1884	chrXI	294418	294418	+	14.9395	NA	promoter-TSS (YKL075C)	promoter-TSS (YKL075C)	-110	YKL075C	853787		NM_001179641		AAN1	-	Aan1p	protein-coding
macs-myeast_peak_247	chrII	728113	728113	+	14.928	NA	promoter-TSS (YBR256C)	promoter-TSS (YBR256C)	-11	YBR256C	852559		NM_001178604		RIB5	-	riboflavin synthase	protein-coding
macs-myeast_peak_679	chrIV	1146102	1146102	+	14.9217	NA	promoter-TSS (YDR337W)	promoter-TSS (YDR337W)	-217	YDR337W	851937		NM_001180645		MRPS28	uS15m	mitochondrial 37S ribosomal protein MRPS28	protein-coding
macs-myeast_peak_1387	chrVIII	151247	151247	+	14.9211	NA	promoter-TSS (YHR022C)	promoter-TSS (YHR022C)	59	YHR022C-A	1466527		NM_001184597		YHR022C-A	-	uncharacterized protein	protein-coding
macs-myeast_peak_2240	chrXII	924444	924444	+	14.9208	NA	promoter-TSS (YLR401C)	promoter-TSS (YLR401C)	4	YLR401C	851117		NM_001182289		DUS3	-	tRNA dihydrouridine synthase DUS3	protein-coding
macs-myeast_peak_246	chrII	727081	727081	+	14.9135	NA	promoter-TSS (YBR255C-A)	promoter-TSS (YBR255C-A)	-7	YBR255C-A	852558		NM_001184510		RCF3	-	Rcf3p	protein-coding
macs-myeast_peak_335	chrIII	223279	223279	+	14.91	NA	promoter-TSS (YCR057C)	promoter-TSS (YCR057C)	-51	YCR057C	850422		NM_001178769		PWP2	UTP1|YCR055C|YCR058C	snoRNA-binding rRNA-processing protein PWP2	protein-coding
macs-myeast_peak_1256	chrVII	756505	756505	+	14.8661	NA	promoter-TSS (YGR132C)	promoter-TSS (YGR132C)	-53	YGR132C	853033		NM_001181261		PHB1	-	prohibitin subunit PHB1	protein-coding
macs-myeast_peak_2533	chrXIII	886405	886405	+	14.8435	NA	promoter-TSS (YMR307W)	promoter-TSS (YMR307W)	167	YMR306C-A								
macs-myeast_peak_2045	chrXII	237748	237748	+	14.8378	NA	promoter-TSS (YLR045C)	promoter-TSS (YLR045C)	-45	YLR045C	850734		NM_001181932		STU2	-	Stu2p	protein-coding
macs-myeast_peak_126	chrII	324543	324543	+	14.8378	NA	promoter-TSS (YBR043C)	promoter-TSS (YBR043C)	-598	YBR043C	852331		NM_001178391		QDR3	AQR2	Qdr3p	protein-coding
macs-myeast_peak_1774	chrX	618159	618159	+	14.7955	NA	promoter-TSS (YJR100C)	promoter-TSS (YJR100C)	-75	YJR101W	853565		NM_001181759		RSM26	mS42	mitochondrial 37S ribosomal protein RSM26	protein-coding
macs-myeast_peak_1779	chrX	636813	636813	+	14.7703	NA	promoter-TSS (YJR111C)	promoter-TSS (YJR111C)	-107	YJR111C	853575		NM_001181769		PXP2	-	Pxp2p	protein-coding
macs-myeast_peak_1460	chrVIII	393535	393535	+	14.7464	NA	promoter-TSS (YHR147C)	promoter-TSS (YHR147C)	1	YHR148W	856553		NM_001179279		IMP3	-	snoRNA-binding rRNA-processing protein IMP3	protein-coding
macs-myeast_peak_3213	chrXVI	462136	462136	+	14.7402	NA	promoter-TSS (YPL050C)	promoter-TSS (YPL050C)	-170	YPL050C	856057		NM_001183864		MNN9	-	mannosyltransferase complex subunit MNN9	protein-coding
macs-myeast_peak_613	chrIV	924497	924497	+	14.7353	NA	promoter-TSS (YDR228C)	promoter-TSS (YDR228C)	-288	YDR229W	851815		NM_001180537		IVY1	-	Ivy1p	protein-coding
macs-myeast_peak_1050	chrVII	79254	79254	+	14.7278	NA	promoter-TSS (YGL224C)	promoter-TSS (YGL224C)	-397	YGL224C	852648		NM_001181089		SDT1	SSM1	nucleotidase	protein-coding
macs-myeast_peak_273	chrIII	30417	30417	+	14.6784	NA	Intergenic	Intergenic	-1032	YCL054W	850304		NM_001178698		SPB1	-	27S pre-rRNA (guanosine2922-2'-O)-methyltransferase	protein-coding
