PeakID (cmd=annotatePeaks.pl macs-myeast_summits.bed sacCer3)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
macs-myeast_peak_1387	NC_001140.6	151247	151247	+	14.9211	NA	NA	NA	NA	NA								
macs-myeast_peak_2240	NC_001144.5	924444	924444	+	14.9208	NA	NA	NA	NA	NA								
macs-myeast_peak_246	NC_001134.8	727081	727081	+	14.9135	NA	NA	NA	NA	NA								
macs-myeast_peak_335	NC_001135.5	223279	223279	+	14.91	NA	NA	NA	NA	NA								
macs-myeast_peak_1256	NC_001139.9	756505	756505	+	14.8661	NA	NA	NA	NA	NA								
macs-myeast_peak_2533	NC_001145.3	886405	886405	+	14.8435	NA	NA	NA	NA	NA								
macs-myeast_peak_2045	NC_001144.5	237748	237748	+	14.8378	NA	NA	NA	NA	NA								
macs-myeast_peak_126	NC_001134.8	324543	324543	+	14.8378	NA	NA	NA	NA	NA								
macs-myeast_peak_1774	NC_001142.9	618159	618159	+	14.7955	NA	NA	NA	NA	NA								
macs-myeast_peak_1779	NC_001142.9	636813	636813	+	14.7703	NA	NA	NA	NA	NA								
macs-myeast_peak_1460	NC_001140.6	393535	393535	+	14.7464	NA	NA	NA	NA	NA								
macs-myeast_peak_3213	NC_001148.4	462136	462136	+	14.7402	NA	NA	NA	NA	NA								
macs-myeast_peak_613	NC_001136.10	924497	924497	+	14.7353	NA	NA	NA	NA	NA								
macs-myeast_peak_1050	NC_001139.9	79254	79254	+	14.7278	NA	NA	NA	NA	NA								
macs-myeast_peak_273	NC_001135.5	30417	30417	+	14.6784	NA	NA	NA	NA	NA								
macs-myeast_peak_1940	NC_001143.9	451189	451189	+	14.6764	NA	NA	NA	NA	NA								
macs-myeast_peak_2728	NC_001146.8	586872	586872	+	14.6632	NA	NA	NA	NA	NA								
macs-myeast_peak_1563	NC_001141.2	268641	268641	+	14.6589	NA	NA	NA	NA	NA								
macs-myeast_peak_941	NC_001137.3	484362	484362	+	14.6419	NA	NA	NA	NA	NA								
macs-myeast_peak_3179	NC_001148.4	345114	345114	+	14.6419	NA	NA	NA	NA	NA								
macs-myeast_peak_3323	NC_001148.4	843212	843212	+	14.6419	NA	NA	NA	NA	NA								
macs-myeast_peak_3388	NC_001224.1	75862	75862	+	14.6419	NA	NA	NA	NA	NA								
macs-myeast_peak_3359	NC_001224.1	24871	24871	+	14.6419	NA	NA	NA	NA	NA								
macs-myeast_peak_91	NC_001134.8	192358	192358	+	14.6419	NA	NA	NA	NA	NA								
macs-myeast_peak_668	NC_001136.10	1105894	1105894	+	14.6419	NA	NA	NA	NA	NA								
macs-myeast_peak_3376	NC_001224.1	58655	58655	+	14.6419	NA	NA	NA	NA	NA								
macs-myeast_peak_627	NC_001136.10	971461	971461	+	14.6419	NA	NA	NA	NA	NA								
macs-myeast_peak_3242	NC_001148.4	565034	565034	+	14.6419	NA	NA	NA	NA	NA								
macs-myeast_peak_2189	NC_001144.5	757146	757146	+	14.6419	NA	NA	NA	NA	NA								
macs-myeast_peak_2705	NC_001146.8	516736	516736	+	14.6419	NA	NA	NA	NA	NA								
macs-myeast_peak_3047	NC_001147.6	930608	930608	+	14.6419	NA	NA	NA	NA	NA								
macs-myeast_peak_1203	NC_001139.9	577138	577138	+	14.6419	NA	NA	NA	NA	NA								
macs-myeast_peak_3080	NC_001147.6	1064575	1064575	+	14.6419	NA	NA	NA	NA	NA								
macs-myeast_peak_657	NC_001136.10	1071626	1071626	+	14.6367	NA	NA	NA	NA	NA								
macs-myeast_peak_2921	NC_001147.6	511226	511226	+	14.6219	NA	NA	NA	NA	NA								
macs-myeast_peak_192	NC_001134.8	528247	528247	+	14.6126	NA	NA	NA	NA	NA								
macs-myeast_peak_1058	NC_001139.9	98900	98900	+	14.6109	NA	NA	NA	NA	NA								
macs-myeast_peak_844	NC_001137.3	188065	188065	+	14.6039	NA	NA	NA	NA	NA								
macs-myeast_peak_3321	NC_001148.4	834313	834313	+	14.5883	NA	NA	NA	NA	NA								
macs-myeast_peak_220	NC_001134.8	618840	618840	+	14.5616	NA	NA	NA	NA	NA								
macs-myeast_peak_998	NC_001138.5	150020	150020	+	14.5567	NA	NA	NA	NA	NA								
macs-myeast_peak_1151	NC_001139.9	412118	412118	+	14.5535	NA	NA	NA	NA	NA								
macs-myeast_peak_2539	NC_001145.3	901657	901657	+	14.5524	NA	NA	NA	NA	NA								
macs-myeast_peak_711	NC_001136.10	1242134	1242134	+	14.5493	NA	NA	NA	NA	NA								
macs-myeast_peak_3210	NC_001148.4	454103	454103	+	14.5289	NA	NA	NA	NA	NA								
macs-myeast_peak_1364	NC_001140.6	67536	67536	+	14.4925	NA	NA	NA	NA	NA								
macs-myeast_peak_651	NC_001136.10	1056454	1056454	+	14.4744	NA	NA	NA	NA	NA								
macs-myeast_peak_30	NC_001133.9	138408	138408	+	14.4626	NA	NA	NA	NA	NA								
macs-myeast_peak_1941	NC_001143.9	452182	452182	+	14.4518	NA	NA	NA	NA	NA								
macs-myeast_peak_1759	NC_001142.9	572321	572321	+	14.4375	NA	NA	NA	NA	NA								
macs-myeast_peak_68	NC_001134.8	116818	116818	+	14.4123	NA	NA	NA	NA	NA								
macs-myeast_peak_2417	NC_001145.3	486527	486527	+	14.4038	NA	NA	NA	NA	NA								
macs-myeast_peak_1356	NC_001140.6	39508	39508	+	14.3806	NA	NA	NA	NA	NA								
macs-myeast_peak_2747	NC_001146.8	653385	653385	+	14.3798	NA	NA	NA	NA	NA								
macs-myeast_peak_2844	NC_001147.6	256377	256377	+	14.3558	NA	NA	NA	NA	NA								
macs-myeast_peak_1338	NC_001139.9	1025888	1025888	+	14.3402	NA	NA	NA	NA	NA								
macs-myeast_peak_2510	NC_001145.3	808262	808262	+	14.2981	NA	NA	NA	NA	NA								
macs-myeast_peak_1669	NC_001142.9	236506	236506	+	14.2895	NA	NA	NA	NA	NA								
macs-myeast_peak_2574	NC_001146.8	104061	104061	+	14.2895	NA	NA	NA	NA	NA								
macs-myeast_peak_1607	NC_001142.9	36842	36842	+	14.2895	NA	NA	NA	NA	NA								
macs-myeast_peak_525	NC_001136.10	612063	612063	+	14.2895	NA	NA	NA	NA	NA								
macs-myeast_peak_317	NC_001135.5	169081	169081	+	14.2895	NA	NA	NA	NA	NA								
macs-myeast_peak_2521	NC_001145.3	841701	841701	+	14.2895	NA	NA	NA	NA	NA								
macs-myeast_peak_905	NC_001137.3	374700	374700	+	14.2895	NA	NA	NA	NA	NA								
macs-myeast_peak_599	NC_001136.10	861785	861785	+	14.2895	NA	NA	NA	NA	NA								
macs-myeast_peak_524	NC_001136.10	610142	610142	+	14.2895	NA	NA	NA	NA	NA								
macs-myeast_peak_1014	NC_001138.5	204793	204793	+	14.2895	NA	NA	NA	NA	NA								
macs-myeast_peak_2572	NC_001146.8	95133	95133	+	14.2895	NA	NA	NA	NA	NA								
macs-myeast_peak_3295	NC_001148.4	740045	740045	+	14.2549	NA	NA	NA	NA	NA								
macs-myeast_peak_728	NC_001136.10	1294655	1294655	+	14.2391	NA	NA	NA	NA	NA								
macs-myeast_peak_1746	NC_001142.9	529650	529650	+	14.2237	NA	NA	NA	NA	NA								
macs-myeast_peak_2097	NC_001144.5	425094	425094	+	14.2228	NA	NA	NA	NA	NA								
macs-myeast_peak_671	NC_001136.10	1112307	1112307	+	14.2087	NA	NA	NA	NA	NA								
macs-myeast_peak_1920	NC_001143.9	398604	398604	+	14.1839	NA	NA	NA	NA	NA								
macs-myeast_peak_975	NC_001138.5	74648	74648	+	14.1826	NA	NA	NA	NA	NA								
macs-myeast_peak_1020	NC_001138.5	224865	224865	+	14.1725	NA	NA	NA	NA	NA								
macs-myeast_peak_3257	NC_001148.4	623461	623461	+	14.134	NA	NA	NA	NA	NA								
macs-myeast_peak_3039	NC_001147.6	909224	909224	+	14.1293	NA	NA	NA	NA	NA								
macs-myeast_peak_948	NC_001137.3	505102	505102	+	14.1222	NA	NA	NA	NA	NA								
macs-myeast_peak_746	NC_001136.10	1385108	1385108	+	14.099	NA	NA	NA	NA	NA								
macs-myeast_peak_2062	NC_001144.5	282494	282494	+	14.0963	NA	NA	NA	NA	NA								
macs-myeast_peak_3102	NC_001148.4	76713	76713	+	14.0953	NA	NA	NA	NA	NA								
macs-myeast_peak_2180	NC_001144.5	719493	719493	+	14.095	NA	NA	NA	NA	NA								
macs-myeast_peak_1103	NC_001139.9	270806	270806	+	14.0943	NA	NA	NA	NA	NA								
macs-myeast_peak_717	NC_001136.10	1263211	1263211	+	14.0752	NA	NA	NA	NA	NA								
macs-myeast_peak_1425	NC_001140.6	277951	277951	+	14.0604	NA	NA	NA	NA	NA								
macs-myeast_peak_3240	NC_001148.4	554587	554587	+	14.0425	NA	NA	NA	NA	NA								
macs-myeast_peak_3024	NC_001147.6	875332	875332	+	14.0064	NA	NA	NA	NA	NA								
macs-myeast_peak_144	NC_001134.8	376465	376465	+	13.9969	NA	NA	NA	NA	NA								
macs-myeast_peak_1524	NC_001141.2	139679	139679	+	13.9947	NA	NA	NA	NA	NA								
macs-myeast_peak_250	NC_001134.8	738524	738524	+	13.9719	NA	NA	NA	NA	NA								
macs-myeast_peak_3356	NC_001224.1	20625	20625	+	13.9645	NA	NA	NA	NA	NA								
macs-myeast_peak_632	NC_001136.10	980835	980835	+	13.9404	NA	NA	NA	NA	NA								
macs-myeast_peak_980	NC_001138.5	89598	89598	+	13.9404	NA	NA	NA	NA	NA								
macs-myeast_peak_63	NC_001134.8	100140	100140	+	13.9404	NA	NA	NA	NA	NA								
macs-myeast_peak_967	NC_001138.5	16707	16707	+	13.9404	NA	NA	NA	NA	NA								
macs-myeast_peak_191	NC_001134.8	504810	504810	+	13.9404	NA	NA	NA	NA	NA								
macs-myeast_peak_3341	NC_001148.4	927312	927312	+	13.9404	NA	NA	NA	NA	NA								
macs-myeast_peak_4	NC_001133.9	31192	31192	+	13.9404	NA	NA	NA	NA	NA								
macs-myeast_peak_3370	NC_001224.1	43499	43499	+	13.9404	NA	NA	NA	NA	NA								
macs-myeast_peak_538	NC_001136.10	644963	644963	+	13.9404	NA	NA	NA	NA	NA								
macs-myeast_peak_1352	NC_001140.6	34168	34168	+	13.9404	NA	NA	NA	NA	NA								
macs-myeast_peak_541	NC_001136.10	658320	658320	+	13.9404	NA	NA	NA	NA	NA								
macs-myeast_peak_1127	NC_001139.9	334854	334854	+	13.9404	NA	NA	NA	NA	NA								
macs-myeast_peak_2188	NC_001144.5	751791	751791	+	13.9404	NA	NA	NA	NA	NA								
macs-myeast_peak_2105	NC_001144.5	448050	448050	+	13.9404	NA	NA	NA	NA	NA								
macs-myeast_peak_517	NC_001136.10	589467	589467	+	13.9383	NA	NA	NA	NA	NA								
macs-myeast_peak_683	NC_001136.10	1165535	1165535	+	13.8893	NA	NA	NA	NA	NA								
macs-myeast_peak_2291	NC_001145.3	67552	67552	+	13.8739	NA	NA	NA	NA	NA								
macs-myeast_peak_1087	NC_001139.9	200187	200187	+	13.866	NA	NA	NA	NA	NA								
macs-myeast_peak_2829	NC_001147.6	207224	207224	+	13.8583	NA	NA	NA	NA	NA								
macs-myeast_peak_2302	NC_001145.3	99463	99463	+	13.8211	NA	NA	NA	NA	NA								
macs-myeast_peak_494	NC_001136.10	501781	501781	+	13.8197	NA	NA	NA	NA	NA								
macs-myeast_peak_459	NC_001136.10	392438	392438	+	13.8059	NA	NA	NA	NA	NA								
macs-myeast_peak_150	NC_001134.8	392343	392343	+	13.8004	NA	NA	NA	NA	NA								
macs-myeast_peak_104	NC_001134.8	245851	245851	+	13.7811	NA	NA	NA	NA	NA								
macs-myeast_peak_2089	NC_001144.5	407031	407031	+	13.7799	NA	NA	NA	NA	NA								
macs-myeast_peak_303	NC_001135.5	128057	128057	+	13.7724	NA	NA	NA	NA	NA								
macs-myeast_peak_125	NC_001134.8	324029	324029	+	13.7481	NA	NA	NA	NA	NA								
macs-myeast_peak_3154	NC_001148.4	256904	256904	+	13.7434	NA	NA	NA	NA	NA								
macs-myeast_peak_2338	NC_001145.3	221305	221305	+	13.7255	NA	NA	NA	NA	NA								
macs-myeast_peak_1069	NC_001139.9	144111	144111	+	13.7112	NA	NA	NA	NA	NA								
macs-myeast_peak_1960	NC_001143.9	524015	524015	+	13.7102	NA	NA	NA	NA	NA								
macs-myeast_peak_1932	NC_001143.9	435241	435241	+	13.6961	NA	NA	NA	NA	NA								
macs-myeast_peak_2537	NC_001145.3	896719	896719	+	13.6882	NA	NA	NA	NA	NA								
macs-myeast_peak_2152	NC_001144.5	633361	633361	+	13.6757	NA	NA	NA	NA	NA								
macs-myeast_peak_1929	NC_001143.9	428721	428721	+	13.6716	NA	NA	NA	NA	NA								
macs-myeast_peak_1724	NC_001142.9	432200	432200	+	13.6693	NA	NA	NA	NA	NA								
macs-myeast_peak_512	NC_001136.10	569823	569823	+	13.6228	NA	NA	NA	NA	NA								
macs-myeast_peak_1809	NC_001143.9	69819	69819	+	13.6089	NA	NA	NA	NA	NA								
macs-myeast_peak_3308	NC_001148.4	787874	787874	+	13.5973	NA	NA	NA	NA	NA								
macs-myeast_peak_235	NC_001134.8	691708	691708	+	13.5948	NA	NA	NA	NA	NA								
macs-myeast_peak_501	NC_001136.10	539798	539798	+	13.5948	NA	NA	NA	NA	NA								
macs-myeast_peak_2941	NC_001147.6	586656	586656	+	13.5948	NA	NA	NA	NA	NA								
macs-myeast_peak_365	NC_001136.10	68759	68759	+	13.5948	NA	NA	NA	NA	NA								
macs-myeast_peak_1749	NC_001142.9	538594	538594	+	13.5948	NA	NA	NA	NA	NA								
macs-myeast_peak_2541	NC_001145.3	912250	912250	+	13.5948	NA	NA	NA	NA	NA								
macs-myeast_peak_1542	NC_001141.2	202258	202258	+	13.5948	NA	NA	NA	NA	NA								
macs-myeast_peak_255	NC_001134.8	761254	761254	+	13.5948	NA	NA	NA	NA	NA								
macs-myeast_peak_1189	NC_001139.9	532615	532615	+	13.5948	NA	NA	NA	NA	NA								
macs-myeast_peak_1525	NC_001141.2	141641	141641	+	13.5948	NA	NA	NA	NA	NA								
macs-myeast_peak_2059	NC_001144.5	270774	270774	+	13.5948	NA	NA	NA	NA	NA								
macs-myeast_peak_963	NC_001137.3	551167	551167	+	13.5948	NA	NA	NA	NA	NA								
macs-myeast_peak_1463	NC_001140.6	401373	401373	+	13.5948	NA	NA	NA	NA	NA								
macs-myeast_peak_230	NC_001134.8	666475	666475	+	13.5948	NA	NA	NA	NA	NA								
macs-myeast_peak_2413	NC_001145.3	465947	465947	+	13.5948	NA	NA	NA	NA	NA								
macs-myeast_peak_1218	NC_001139.9	627343	627343	+	13.5948	NA	NA	NA	NA	NA								
macs-myeast_peak_2354	NC_001145.3	268107	268107	+	13.5315	NA	NA	NA	NA	NA								
macs-myeast_peak_2880	NC_001147.6	377808	377808	+	13.5109	NA	NA	NA	NA	NA								
macs-myeast_peak_2997	NC_001147.6	787164	787164	+	13.4803	NA	NA	NA	NA	NA								
macs-myeast_peak_823	NC_001137.3	126582	126582	+	13.4684	NA	NA	NA	NA	NA								
macs-myeast_peak_988	NC_001138.5	106289	106289	+	13.4651	NA	NA	NA	NA	NA								
macs-myeast_peak_1523	NC_001141.2	138068	138068	+	13.4405	NA	NA	NA	NA	NA								
macs-myeast_peak_1690	NC_001142.9	316504	316504	+	13.4218	NA	NA	NA	NA	NA								
macs-myeast_peak_384	NC_001136.10	132735	132735	+	13.4212	NA	NA	NA	NA	NA								
macs-myeast_peak_3117	NC_001148.4	125964	125964	+	13.4168	NA	NA	NA	NA	NA								
macs-myeast_peak_2140	NC_001144.5	586372	586372	+	13.3956	NA	NA	NA	NA	NA								
macs-myeast_peak_1814	NC_001143.9	82948	82948	+	13.3838	NA	NA	NA	NA	NA								
macs-myeast_peak_1418	NC_001140.6	242527	242527	+	13.3814	NA	NA	NA	NA	NA								
macs-myeast_peak_2632	NC_001146.8	300869	300869	+	13.3716	NA	NA	NA	NA	NA								
macs-myeast_peak_1550	NC_001141.2	231118	231118	+	13.3685	NA	NA	NA	NA	NA								
macs-myeast_peak_2598	NC_001146.8	200218	200218	+	13.3648	NA	NA	NA	NA	NA								
macs-myeast_peak_3244	NC_001148.4	576427	576427	+	13.3433	NA	NA	NA	NA	NA								
macs-myeast_peak_295	NC_001135.5	107017	107017	+	13.3391	NA	NA	NA	NA	NA								
macs-myeast_peak_2409	NC_001145.3	451410	451410	+	13.2593	NA	NA	NA	NA	NA								
macs-myeast_peak_270	NC_001135.5	24783	24783	+	13.2562	NA	NA	NA	NA	NA								
macs-myeast_peak_2343	NC_001145.3	236551	236551	+	13.2528	NA	NA	NA	NA	NA								
macs-myeast_peak_1144	NC_001139.9	385110	385110	+	13.2528	NA	NA	NA	NA	NA								
macs-myeast_peak_1314	NC_001139.9	932258	932258	+	13.2528	NA	NA	NA	NA	NA								
macs-myeast_peak_1704	NC_001142.9	359720	359720	+	13.2528	NA	NA	NA	NA	NA								
macs-myeast_peak_421	NC_001136.10	258847	258847	+	13.2528	NA	NA	NA	NA	NA								
macs-myeast_peak_2375	NC_001145.3	337761	337761	+	13.2528	NA	NA	NA	NA	NA								
macs-myeast_peak_3218	NC_001148.4	475143	475143	+	13.2528	NA	NA	NA	NA	NA								
macs-myeast_peak_93	NC_001134.8	201784	201784	+	13.2528	NA	NA	NA	NA	NA								
macs-myeast_peak_1277	NC_001139.9	809554	809554	+	13.2528	NA	NA	NA	NA	NA								
macs-myeast_peak_2816	NC_001147.6	154782	154782	+	13.2528	NA	NA	NA	NA	NA								
macs-myeast_peak_356	NC_001136.10	32261	32261	+	13.2528	NA	NA	NA	NA	NA								
macs-myeast_peak_1245	NC_001139.9	720349	720349	+	13.2528	NA	NA	NA	NA	NA								
macs-myeast_peak_424	NC_001136.10	271965	271965	+	13.2528	NA	NA	NA	NA	NA								
macs-myeast_peak_563	NC_001136.10	750921	750921	+	13.2504	NA	NA	NA	NA	NA								
macs-myeast_peak_3111	NC_001148.4	106111	106111	+	13.2404	NA	NA	NA	NA	NA								
macs-myeast_peak_1576	NC_001141.2	311072	311072	+	13.226	NA	NA	NA	NA	NA								
macs-myeast_peak_2236	NC_001144.5	914923	914923	+	13.2235	NA	NA	NA	NA	NA								
macs-myeast_peak_2599	NC_001146.8	202132	202132	+	13.1941	NA	NA	NA	NA	NA								
macs-myeast_peak_1374	NC_001140.6	107766	107766	+	13.1838	NA	NA	NA	NA	NA								
macs-myeast_peak_2276	NC_001145.3	14760	14760	+	13.1828	NA	NA	NA	NA	NA								
macs-myeast_peak_2693	NC_001146.8	479185	479185	+	13.1772	NA	NA	NA	NA	NA								
macs-myeast_peak_2812	NC_001147.6	137835	137835	+	13.1681	NA	NA	NA	NA	NA								
macs-myeast_peak_3153	NC_001148.4	254378	254378	+	13.1481	NA	NA	NA	NA	NA								
macs-myeast_peak_2166	NC_001144.5	669692	669692	+	13.136	NA	NA	NA	NA	NA								
macs-myeast_peak_2197	NC_001144.5	784732	784732	+	13.1292	NA	NA	NA	NA	NA								
macs-myeast_peak_2926	NC_001147.6	525140	525140	+	13.1264	NA	NA	NA	NA	NA								
macs-myeast_peak_1141	NC_001139.9	374884	374884	+	13.0677	NA	NA	NA	NA	NA								
macs-myeast_peak_1359	NC_001140.6	51003	51003	+	13.0495	NA	NA	NA	NA	NA								
macs-myeast_peak_2298	NC_001145.3	91039	91039	+	13.0432	NA	NA	NA	NA	NA								
macs-myeast_peak_3035	NC_001147.6	899941	899941	+	13.0421	NA	NA	NA	NA	NA								
macs-myeast_peak_2424	NC_001145.3	513564	513564	+	13.0104	NA	NA	NA	NA	NA								
macs-myeast_peak_805	NC_001137.3	73617	73617	+	12.9738	NA	NA	NA	NA	NA								
macs-myeast_peak_1877	NC_001143.9	279000	279000	+	12.9505	NA	NA	NA	NA	NA								
macs-myeast_peak_11	NC_001133.9	62790	62790	+	12.937	NA	NA	NA	NA	NA								
macs-myeast_peak_504	NC_001136.10	543564	543564	+	12.9322	NA	NA	NA	NA	NA								
macs-myeast_peak_1786	NC_001142.9	656034	656034	+	12.918	NA	NA	NA	NA	NA								
macs-myeast_peak_990	NC_001138.5	115950	115950	+	12.914	NA	NA	NA	NA	NA								
macs-myeast_peak_110	NC_001134.8	270222	270222	+	12.914	NA	NA	NA	NA	NA								
macs-myeast_peak_1574	NC_001141.2	304137	304137	+	12.914	NA	NA	NA	NA	NA								
macs-myeast_peak_1849	NC_001143.9	188748	188748	+	12.914	NA	NA	NA	NA	NA								
macs-myeast_peak_2190	NC_001144.5	759483	759483	+	12.914	NA	NA	NA	NA	NA								
macs-myeast_peak_2524	NC_001145.3	852494	852494	+	12.914	NA	NA	NA	NA	NA								
macs-myeast_peak_3147	NC_001148.4	230888	230888	+	12.914	NA	NA	NA	NA	NA								
macs-myeast_peak_991	NC_001138.5	119376	119376	+	12.914	NA	NA	NA	NA	NA								
macs-myeast_peak_817	NC_001137.3	111347	111347	+	12.914	NA	NA	NA	NA	NA								
macs-myeast_peak_2956	NC_001147.6	633621	633621	+	12.914	NA	NA	NA	NA	NA								
macs-myeast_peak_1986	NC_001143.9	635608	635608	+	12.914	NA	NA	NA	NA	NA								
macs-myeast_peak_1927	NC_001143.9	418039	418039	+	12.914	NA	NA	NA	NA	NA								
macs-myeast_peak_673	NC_001136.10	1125101	1125101	+	12.914	NA	NA	NA	NA	NA								
macs-myeast_peak_3135	NC_001148.4	191186	191186	+	12.914	NA	NA	NA	NA	NA								
macs-myeast_peak_2662	NC_001146.8	392891	392891	+	12.914	NA	NA	NA	NA	NA								
macs-myeast_peak_2784	NC_001147.6	47609	47609	+	12.914	NA	NA	NA	NA	NA								
macs-myeast_peak_2538	NC_001145.3	897625	897625	+	12.9087	NA	NA	NA	NA	NA								
macs-myeast_peak_2866	NC_001147.6	324858	324858	+	12.8893	NA	NA	NA	NA	NA								
macs-myeast_peak_1835	NC_001143.9	151262	151262	+	12.8869	NA	NA	NA	NA	NA								
macs-myeast_peak_1939	NC_001143.9	446724	446724	+	12.8748	NA	NA	NA	NA	NA								
macs-myeast_peak_1772	NC_001142.9	612060	612060	+	12.8675	NA	NA	NA	NA	NA								
macs-myeast_peak_2557	NC_001146.8	57704	57704	+	12.8563	NA	NA	NA	NA	NA								
macs-myeast_peak_3211	NC_001148.4	454979	454979	+	12.8451	NA	NA	NA	NA	NA								
macs-myeast_peak_1266	NC_001139.9	786987	786987	+	12.8202	NA	NA	NA	NA	NA								
macs-myeast_peak_1682	NC_001142.9	285286	285286	+	12.8073	NA	NA	NA	NA	NA								
macs-myeast_peak_1949	NC_001143.9	487750	487750	+	12.7983	NA	NA	NA	NA	NA								
macs-myeast_peak_747	NC_001136.10	1386047	1386047	+	12.787	NA	NA	NA	NA	NA								
macs-myeast_peak_238	NC_001134.8	700069	700069	+	12.7746	NA	NA	NA	NA	NA								
macs-myeast_peak_2078	NC_001144.5	368719	368719	+	12.772	NA	NA	NA	NA	NA								
macs-myeast_peak_1435	NC_001140.6	320203	320203	+	12.6721	NA	NA	NA	NA	NA								
macs-myeast_peak_3256	NC_001148.4	623064	623064	+	12.6704	NA	NA	NA	NA	NA								
macs-myeast_peak_1995	NC_001144.5	65333	65333	+	12.6329	NA	NA	NA	NA	NA								
macs-myeast_peak_269	NC_001135.5	24343	24343	+	12.6322	NA	NA	NA	NA	NA								
macs-myeast_peak_1413	NC_001140.6	232035	232035	+	12.6321	NA	NA	NA	NA	NA								
macs-myeast_peak_3027	NC_001147.6	878333	878333	+	12.6112	NA	NA	NA	NA	NA								
macs-myeast_peak_2314	NC_001145.3	131699	131699	+	12.6068	NA	NA	NA	NA	NA								
macs-myeast_peak_2398	NC_001145.3	413114	413114	+	12.5939	NA	NA	NA	NA	NA								
macs-myeast_peak_2868	NC_001147.6	329391	329391	+	12.5849	NA	NA	NA	NA	NA								
macs-myeast_peak_323	NC_001135.5	186283	186283	+	12.579	NA	NA	NA	NA	NA								
macs-myeast_peak_664	NC_001136.10	1085039	1085039	+	12.579	NA	NA	NA	NA	NA								
macs-myeast_peak_558	NC_001136.10	740014	740014	+	12.579	NA	NA	NA	NA	NA								
macs-myeast_peak_90	NC_001134.8	186516	186516	+	12.579	NA	NA	NA	NA	NA								
macs-myeast_peak_350	NC_001135.5	294219	294219	+	12.579	NA	NA	NA	NA	NA								
macs-myeast_peak_2171	NC_001144.5	691522	691522	+	12.579	NA	NA	NA	NA	NA								
macs-myeast_peak_2246	NC_001144.5	948350	948350	+	12.579	NA	NA	NA	NA	NA								
macs-myeast_peak_2373	NC_001145.3	334819	334819	+	12.579	NA	NA	NA	NA	NA								
macs-myeast_peak_645	NC_001136.10	1030278	1030278	+	12.579	NA	NA	NA	NA	NA								
macs-myeast_peak_2942	NC_001147.6	592587	592587	+	12.579	NA	NA	NA	NA	NA								
macs-myeast_peak_2898	NC_001147.6	421691	421691	+	12.5673	NA	NA	NA	NA	NA								
macs-myeast_peak_1650	NC_001142.9	186728	186728	+	12.5571	NA	NA	NA	NA	NA								
macs-myeast_peak_2094	NC_001144.5	418330	418330	+	12.5384	NA	NA	NA	NA	NA								
macs-myeast_peak_1614	NC_001142.9	63575	63575	+	12.4834	NA	NA	NA	NA	NA								
macs-myeast_peak_2282	NC_001145.3	30566	30566	+	12.4517	NA	NA	NA	NA	NA								
macs-myeast_peak_3354	NC_001224.1	18294	18294	+	12.4483	NA	NA	NA	NA	NA								
macs-myeast_peak_720	NC_001136.10	1269421	1269421	+	12.4296	NA	NA	NA	NA	NA								
macs-myeast_peak_2137	NC_001144.5	579042	579042	+	12.4274	NA	NA	NA	NA	NA								
macs-myeast_peak_1955	NC_001143.9	514173	514173	+	12.4009	NA	NA	NA	NA	NA								
macs-myeast_peak_3188	NC_001148.4	375443	375443	+	12.3881	NA	NA	NA	NA	NA								
macs-myeast_peak_2922	NC_001147.6	511714	511714	+	12.3492	NA	NA	NA	NA	NA								
macs-myeast_peak_2267	NC_001144.5	1027912	1027912	+	12.3201	NA	NA	NA	NA	NA								
macs-myeast_peak_1601	NC_001141.2	415673	415673	+	12.309	NA	NA	NA	NA	NA								
macs-myeast_peak_3046	NC_001147.6	925526	925526	+	12.2808	NA	NA	NA	NA	NA								
macs-myeast_peak_1003	NC_001138.5	165004	165004	+	12.2657	NA	NA	NA	NA	NA								
macs-myeast_peak_1816	NC_001143.9	93331	93331	+	12.2595	NA	NA	NA	NA	NA								
macs-myeast_peak_3070	NC_001147.6	1015049	1015049	+	12.2498	NA	NA	NA	NA	NA								
macs-myeast_peak_1829	NC_001143.9	130584	130584	+	12.2475	NA	NA	NA	NA	NA								
macs-myeast_peak_3001	NC_001147.6	803632	803632	+	12.2475	NA	NA	NA	NA	NA								
macs-myeast_peak_266	NC_001134.8	798646	798646	+	12.2475	NA	NA	NA	NA	NA								
macs-myeast_peak_2776	NC_001146.8	779866	779866	+	12.2475	NA	NA	NA	NA	NA								
macs-myeast_peak_227	NC_001134.8	653282	653282	+	12.2475	NA	NA	NA	NA	NA								
macs-myeast_peak_1438	NC_001140.6	341483	341483	+	12.2475	NA	NA	NA	NA	NA								
macs-myeast_peak_2545	NC_001146.8	19327	19327	+	12.2475	NA	NA	NA	NA	NA								
macs-myeast_peak_427	NC_001136.10	292777	292777	+	12.2475	NA	NA	NA	NA	NA								
macs-myeast_peak_3365	NC_001224.1	37670	37670	+	12.2475	NA	NA	NA	NA	NA								
macs-myeast_peak_1467	NC_001140.6	422380	422380	+	12.2475	NA	NA	NA	NA	NA								
macs-myeast_peak_1847	NC_001143.9	182783	182783	+	12.2475	NA	NA	NA	NA	NA								
